Goal;Target;Indicator;SeriesCode;SeriesDescription;GeoAreaCode;GeoAreaName;Sex;Units;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);446;China, Macao Special Administrative Region;MALE;PER_100000_EMP;;;;;;;;;;;;;8.12;7.34;2.85;6.46;11.44;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);170;Colombia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;4.03;3.5;8.95;4;18.04;;0;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);188;Costa Rica;BOTHSEX;PER_100000_EMP;9.6;9.5;7.5;7;6.1;6.4;7.2;9.9;9.1;10.54;9.34;10.21;9.56;8.3;5.84;6.16;9.72;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;BOTHSEX;PER_100000_EMP;3.08;3.22;3.31;3.4;2.7;4.3;5;4.7;5.2;2.37;2.65;2.69;3.87;2.09;2.02;2.24;2.71;2.63;3.04;2.96;2.89;2.18;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;FEMALE;PER_100000_EMP;0.51;0.86;0.7;0.3;0.3;0.3;0.7;0.8;0.4;0.27;0;;0;0.31;0.32;0.3;0.44;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;MALE;PER_100000_EMP;5.17;5.13;5.5;5.8;4.6;7.5;8.6;7.9;9.1;4.14;4.94;;7.21;3.66;3.51;3.99;4.74;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;MALE;PER_100000_EMP;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;MALE;PER_100000_EMP;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;3.87;2.09;2.02;2.25;2.71;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;0;0.31;0.32;0.31;0.44;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);191;Croatia;MALE;PER_100000_EMP;;;;;;;;;;;;;7.23;3.67;3.51;4;4.74;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);192;Cuba;BOTHSEX;PER_100000_EMP;3.89;3.4;3.87;3.25;3.73;3.08;2.62;1.46;2.35;23;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;BOTHSEX;PER_100000_EMP;2.3;3.9;7;3.2;5.4;5;6;5;3.92;2.62;4.93;1.8;3.05;3.01;2.08;1.94;1.4;0.54;2.29;2.45;3.81;1.3;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;FEMALE;PER_100000_EMP;;;1.7;0;0;0;0;0;0.67;1.17;0;0;1.19;1.14;0;1.28;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;MALE;PER_100000_EMP;;;11.9;6.3;10.5;9;12;10;6.97;3.81;9.02;3.67;4.99;4.73;4.42;2.62;;;;;8.47;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;BOTHSEX;PER_100000_EMP;;;;;;;;;;5.98;4.88;5.15;4.83;0;7.36;12.58;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;13.11;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;MALE;PER_100000_EMP;;;;;;;;;;10.75;8.77;10.15;9.59;0;15.16;12.15;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;1.44;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;4.03;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;20.37;5.71;12.07;10.47;7.1;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;7.82;7.12;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;MALE;PER_100000_EMP;;;;;;;;;;0;66.62;20.96;23.06;20;29.04;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;BOTHSEX;PER_100000_EMP;;;;;;;;;;2.54;2.95;0.77;1.58;2.43;0.86;0.8;;;;;1.97;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;FEMALE;PER_100000_EMP;;;;;;;;;;1.49;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);196;Cyprus;MALE;PER_100000_EMP;;;;;;;;;;3.32;5.12;1.49;3.06;4.39;1.73;1.56;;;;;3.94;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;BOTHSEX;PER_100000_EMP;4.9;5.2;4.6;4.5;4.2;3.7;3.4;4.1;3.8;2.09;2.48;3.2;2.37;2.31;2.41;2.55;2.07;1.82;2.59;2.01;2.3;1.87;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;FEMALE;PER_100000_EMP;0.3;0.4;0.4;0.5;0.4;0.6;0.2;0.5;0.4;0.38;0.53;0.44;0.1;0.37;0.09;0.1;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;MALE;PER_100000_EMP;9;9.4;8.3;8;7.6;6.4;6.2;7.3;6.8;3.36;3.93;5.32;4.13;3.79;4.19;4.47;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;BOTHSEX;PER_100000_EMP;;;;;;;;;;13.02;22.79;15.24;18.57;14.08;19.74;15.29;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;MALE;PER_100000_EMP;;;;;;;;;;21.28;36.04;23.59;27;23.44;34.35;26.23;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;BOTHSEX;PER_100000_EMP;;;;;;;;;;5.88;16.22;19.29;4.94;8.33;3.88;7.27;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;11.17;0;9.32;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;MALE;PER_100000_EMP;;;;;;;;;;10.31;27.15;32.88;8.63;6.64;6.17;5.97;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;BOTHSEX;PER_100000_EMP;;;;;;;;;;1.97;2.22;2.99;2.24;2.15;2.19;2.09;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;FEMALE;PER_100000_EMP;;;;;;;;;;0.38;0.53;0.45;0.1;0.28;0.09;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);203;Czechia;MALE;PER_100000_EMP;;;;;;;;;;3.16;3.49;4.94;3.9;3.58;3.81;3.73;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;BOTHSEX;PER_100000_EMP;2;2;;;;;;;;1.41;1.53;1.64;1.71;1.49;1.4;0.98;1.23;0.92;1.28;1.43;1.34;1.42;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;FEMALE;PER_100000_EMP;0;0;;;;;;;;0.15;0.16;0.16;0.16;0.31;0.16;0.15;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;MALE;PER_100000_EMP;4;3;;;;;;;;2.53;2.8;3.03;3.11;2.55;2.51;1.71;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;BOTHSEX;PER_100000_EMP;;;;;;;;;;6.28;5.83;10.41;12.89;7.15;3;2.82;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;7.07;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;MALE;PER_100000_EMP;;;;;;;;;;11.66;12.05;21.84;26.27;7.23;5.59;5.05;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;BOTHSEX;PER_100000_EMP;;;;;;;;;;2.82;0;0;2.52;2.19;0;1.86;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;MALE;PER_100000_EMP;;;;;;;;;;5.92;0;0;4.96;4.61;0;3.58;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;BOTHSEX;PER_100000_EMP;;;;;;;;;;1.32;1.51;1.56;1.48;1.34;1.34;0.89;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;FEMALE;PER_100000_EMP;;;;;;;;;;0.16;0.16;0.16;0.16;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);208;Denmark;MALE;PER_100000_EMP;;;;;;;;;;2.34;2.75;2.85;2.67;2.39;2.38;1.54;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);214;Dominican Republic;BOTHSEX;PER_100000_EMP;;;;;;;;;17.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);214;Dominican Republic;FEMALE;PER_100000_EMP;;;;;;;;;15.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);214;Dominican Republic;MALE;PER_100000_EMP;;;;;;;;;18.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);818;Egypt;BOTHSEX;PER_100000_EMP;7;7;7;6.5;;;;;;;;12.98;11.59;;11.19;10.7;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);818;Egypt;FEMALE;PER_100000_EMP;;;;;;;;;;;;6.06;4.33;;2.52;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);818;Egypt;MALE;PER_100000_EMP;;;;;;;;;;;;13.8;12.42;;13.81;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);222;El Salvador;BOTHSEX;PER_100000_EMP;47.6;44.6;33.1;35.1;;;;;;0.15;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);222;El Salvador;FEMALE;PER_100000_EMP;9.2;4.1;2.1;1.8;;;;;;0.05;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);222;El Salvador;MALE;PER_100000_EMP;75;74.2;55.9;66.4;;;;;;0.22;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;BOTHSEX;PER_100000_EMP;4.4;6.23;5.98;5.22;5.71;3.95;4.3;3.2;3.2;3.47;3.43;3.12;2.4;3.86;2.88;3.1;4.03;1.21;1.81;2.51;2.23;2;2.2;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;FEMALE;PER_100000_EMP;0.7;1.41;1.04;0;3.37;1.3;1.5;0;0.6;0;0.71;0;0.64;0.65;0.66;0.68;0;;;;;0;0.3;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;MALE;PER_100000_EMP;8;10.89;10.76;10.25;8.02;6.66;7.1;6.4;5.7;7.41;6.56;6.3;4.2;6.99;5;5.54;7.89;;;;;4;4.1;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;115.87;100;55.56;80.71;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;;;90.91;131.32;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;BOTHSEX;PER_100000_EMP;;;;;;;;;;5.63;6.47;2.3;2.22;2.25;5.99;5.16;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;MALE;PER_100000_EMP;;;;;;;;;;10.62;12.54;3.99;3.75;3.89;9.94;8.82;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;BOTHSEX;PER_100000_EMP;;;;;;;;;;3.06;2.93;2.89;2.07;3.39;2.05;2.4;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;FEMALE;PER_100000_EMP;;;;;;;;;;0;0.83;0;0.72;0.75;0.74;0.77;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);233;Estonia;MALE;PER_100000_EMP;;;;;;;;;;6.75;5.44;6;3.53;6.09;3.36;4.14;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;BOTHSEX;PER_100000_EMP;2.3;2.1;1.8;2.1;2.1;2.4;2.2;1.7;;1.3;1.31;1.33;1.49;0.94;1.48;1.44;1.43;0.93;1;1.14;0.96;0.74;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;FEMALE;PER_100000_EMP;0.1;0.2;0.2;0;0.4;0.5;0.4;0.5;;0.33;0.34;0;0.33;0.17;0.34;0.34;;;0;0.25;0.33;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;MALE;PER_100000_EMP;4.6;4;3.4;4.2;3.9;4.4;4.1;3;;2.23;2.22;2.58;2.58;1.67;2.56;2.48;;;1.92;1.98;1.54;1.43;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;14.81;0;5.96;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;27.59;0;10.72;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;0;2.68;0.83;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;0;4.48;1.39;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;6.56;0;0;5.21;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;13.79;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;10.58;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;BOTHSEX;PER_100000_EMP;;;;;;;;;;1.33;1.33;1.36;1.28;0.96;1.44;1.4;;;1.04;1.07;0.97;0.78;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;FEMALE;PER_100000_EMP;;;;;;;;;;0.34;0.34;0;0.34;0.17;0.35;0.17;;;0;0.26;0.35;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);246;Finland;MALE;PER_100000_EMP;;;;;;;;;;2.28;2.27;2.65;2.17;1.72;2.49;2.57;;;2.02;1.84;1.55;1.53;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;BOTHSEX;PER_100000_EMP;4.41;4.2;3.8;3.7;3.5;2.65;3.02;3.4;2;2.17;2.44;3.09;2.53;2.42;2.69;2.55;2.74;2.64;4.09;3.7;3.3;4.39;2.6;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;FEMALE;PER_100000_EMP;;;;4;5;2;3;2;;0.48;0.51;0.49;0.36;0.46;0.58;0.47;;;0.41;0.44;0.43;1.89;1.2;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;MALE;PER_100000_EMP;;;11;22;24;22;24;23;;3.71;4.34;5.32;4.66;4.39;4.42;4.67;;;6.49;5.79;5.16;6.01;3.5;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;BOTHSEX;PER_100000_EMP;;;;;;;;;;5.35;5.62;6.96;5.2;4.42;4.07;0.87;;;;;;;;;;;;;;;;;;;;;;;;
